"entity","brand","updated_week_ending_date","forecast_channel","productline","producttype","productvariant","productform","shipment_sales","shipment_units","pos_sales","pos_units"
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"WALMART US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,-3.03,-1
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"WALMART CA","Hand Cream","Working Hands","Original","Jar",NA,NA,16278.92,1243
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"WALMART US","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,17.96,2
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"WALMART US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"WALMART US","Lip Balm","Lip Repair","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"WALGREENS","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"WALGREENS","Body Cream","Skin Repair","Original","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"WALGREENS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"WALGREENS","Hand Cream","Working Hands","Original","Tube",NA,NA,24800,2430
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART CA","Multiple","Product","Combo","Mixed Pack",NA,NA,-19.97,-1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"WALMART CA","Hand Cream","Working Hands","Original","Jar",NA,NA,10236.33,772
"The Gorilla Glue Company LLC","OKeeffes",2024-09-01,"WALMART CA","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,1067.94,153
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"WALMART CA","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,1835.74,263
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"WALMART CA","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-26,"AMAZON US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,16.99,1
"The Gorilla Glue Company LLC","OKeeffes",2025-01-12,"AMAZON US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"AMAZON US","Foot Cream","Healthy Feet","Combo","Mixed Pack",NA,NA,1738.06,94
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"AMAZON US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,29921.22,2671
"The Gorilla Glue Company LLC","OKeeffes",2025-02-09,"AMAZON US","Hand Soap","Working Hands","Orange","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"AMAZON US","Lip Balm","Lip Repair","Cooling","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-09,"AMAZON US","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"TARGET","Hand Cream","Working Hands","Hand Sanitizer","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-12,"TARGET","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-02-09,"TARGET","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"TARGET","Body Cream","Skin Repair","Original","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-02-09,"TARGET","Multiple","Product","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"TARGET","Foot Mask","Healthy Feet","Sock","Pouch",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-08,"TARGET","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,8934,976
"The Gorilla Glue Company LLC","OKeeffes",2025-01-26,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-26,"TARGET","Foot Cream","Healthy Feet","Original","Tube",NA,NA,48502,6129
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",NA,NA,1461.12,89
"The Gorilla Glue Company LLC","OKeeffes",2024-08-18,"CANADIAN TIRE","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"CANADIAN TIRE","Multiple","Product","Combo","Mixed Pack",NA,NA,49.98,2
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"CANADIAN TIRE","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"WALMART US","Lip Balm","Lip Repair","SPF","Stick",NA,NA,10.41,3
"The Gorilla Glue Company LLC","OKeeffes",2025-01-26,"WALMART US","Body Cream","Skin Repair","Original","Pump",NA,NA,17.25,4
"The Gorilla Glue Company LLC","OKeeffes",2025-02-02,"WALMART US","Hand Soap","Working Hands","Lavender","Bottle",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-02-16,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-02-09,"WALMART US","Hand Cream","Working Hands","Pain Relieving","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-06-01,"AMAZON US","Foot Mask","Healthy Feet","Sock","Pouch",NA,NA,1234.63,40
"The Gorilla Glue Company LLC","OKeeffes",2025-06-01,"AMAZON US","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-06-01,"AMAZON US","Hand Cream","Working Hands","Original","Pump",NA,NA,2693.1,122
"The Gorilla Glue Company LLC","OKeeffes",2025-06-08,"AMAZON US","Hand Soap","Working Hands","Unscented","Bottle",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"TARGET","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,336,38
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-18,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"TARGET","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-06-08,"TARGET","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"TARGET","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"TRACTOR SUPPLY","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-02-23,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-09-22,"TRACTOR SUPPLY","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,7.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-12-29,"TRACTOR SUPPLY","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"TRACTOR SUPPLY","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"WALMART US","Multiple","Product","Combo","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"WALMART US","Hand Soap","Working Hands","Orange","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"WALMART US","Hand Cream","Working Hands","Original","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"WALMART US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-18,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"WALMART US","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-22,"WALMART US","Hand Soap","Working Hands","Lavender","Bottle",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"WALMART US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Lip Balm","Lip Repair","Combo","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Lip Balm","Lip Repair","SPF","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"HOME DEPOT US","Body Cream","Skin Repair","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-06-15,"HOME DEPOT US","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"WALMART US","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-08,"WALMART US","Hand Cream","Working Hands","Original","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-01-12,"WALMART US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,6.97,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-08,"WALMART US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"WALMART US","Lip Balm","Lip Repair","Unscented","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"WALMART US","Hand Soap","Working Hands","Peppermint","Bottle",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-12,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,28.5,11
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"MENARDS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"MENARDS","Lip Balm","Lip Repair","Cooling","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"MENARDS","Hand Soap","Working Hands","Orange","Pump",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"MENARDS","Multiple","Product","Combo","Mixed Pack",NA,NA,369.63,37
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"MENARDS","Hand Soap","Working Hands","Orange","Pump",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-06-15,"MENARDS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"WALMART CA","Multiple","Product","Combo","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"WALMART CA","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"WALMART CA","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-26,"WALMART CA","Foot Mask","Healthy Feet","Sock","Pouch",NA,NA,1799.56,182
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"WALMART CA","Hand Cream","Working Hands","Original","Tube",NA,NA,19412.45,1920
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"MENARDS","Multiple","Product","Combo","Mixed Pack",NA,NA,279.72,28
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"MENARDS","Hand Cream","Working Hands","Original","Jar",NA,NA,3668.49,567
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"MENARDS","Hand Soap","Working Hands","Orange","Pump",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"MENARDS","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,647.28,87
"The Gorilla Glue Company LLC","OKeeffes",2024-12-08,"MENARDS","Lip Balm","Lip Repair","Cooling","Tube",NA,NA,247.38,62
"The Gorilla Glue Company LLC","OKeeffes",2025-02-23,"MENARDS","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"MENARDS","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"MENARDS","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"AMAZON CA","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,344.85,15
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"AMAZON CA","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,146.97,3
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"AMAZON CA","Multiple","Product","Combo","Mixed Pack",NA,NA,50.57,1
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"AMAZON US","Lip Balm","Lip Repair","Combo","4 Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"AMAZON US","Body Cream","Skin Repair","Original","Pump",NA,NA,729.81,37
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"AMAZON US","Hand Cream","Working Hands","Combo","Tube",NA,NA,5291.41,189
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"AMAZON US","Hand Soap","Working Hands","Orange","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-27,"AMAZON US","Multiple","Product","Combo","2 Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"AMAZON US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,11259.94,958
"The Gorilla Glue Company LLC","OKeeffes",2025-04-27,"AMAZON US","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"AMAZON US","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,10.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON US","Lip Balm","Lip Repair","Combo","4 Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Foot Cream","Healthy Feet","Original Balm","Stick",NA,NA,1367.78,96
"The Gorilla Glue Company LLC","OKeeffes",2024-07-28,"AMAZON US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,13.96,1
"The Gorilla Glue Company LLC","OKeeffes",2024-08-18,"AMAZON US","Lip Balm","Lip Repair","Combo","4 Pack",NA,NA,17.97,1
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"AMAZON US","Hand Cream","Working Hands","Pain Relieving","Tube",NA,NA,607.22,36
"The Gorilla Glue Company LLC","OKeeffes",2024-08-11,"AMAZON US","Foot Cream","Healthy Feet","Original Balm","Stick",NA,NA,3796.56,278
"The Gorilla Glue Company LLC","OKeeffes",2024-08-11,"AMAZON US","Hand Cream","Working Hands","Pain Relieving","Tube",NA,NA,539.82,33
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"ACE HARDWARE","Body Cream","Skin Repair","Original","Tube",NA,NA,208.65,19
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"ACE HARDWARE","Hand Cream","Working Hands","Original","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-01-12,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Tube",NA,NA,8.98,1
"The Gorilla Glue Company LLC","OKeeffes",2025-02-02,"CANADIAN TIRE","Multiple","Product","Combo","Mixed Pack",NA,NA,95.92,4
"The Gorilla Glue Company LLC","OKeeffes",2025-02-16,"CANADIAN TIRE","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,1495.33,187
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"CANADIAN TIRE","Multiple","Product","Combo","Mixed Pack",NA,NA,133.95,6
"The Gorilla Glue Company LLC","OKeeffes",2025-02-16,"CANADIAN TIRE","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"CANADIAN TIRE","Lip Balm","Lip Repair","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"CANADIAN TIRE","Multiple","Product","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"AMAZON CA","Foot Cream","Healthy Feet","Original","Tube",NA,NA,1415.62,98
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"AMAZON CA","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,2970.14,248
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON CA","Foot Cream","Healthy Feet","Original","Jar",NA,NA,8849.35,785
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"AMAZON CA","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,524.7,50
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"AMAZON CA","Hand Cream","Working Hands","Combo","Tube",NA,NA,1118.6,140
"The Gorilla Glue Company LLC","OKeeffes",2024-09-01,"AMAZON US","Lip Balm","Lip Repair","SPF","Stick",NA,NA,7914.83,487
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"AMAZON US","Lip Balm","Lip Repair","Unscented","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"AMAZON US","Hand Soap","Working Hands","Orange","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-27,"CANADIAN TIRE","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"CANADIAN TIRE","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,79.44,8
"The Gorilla Glue Company LLC","OKeeffes",2025-06-15,"CANADIAN TIRE","Hand Soap","Working Hands","Unscented","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Jar",NA,NA,11618.93,1472
"The Gorilla Glue Company LLC","OKeeffes",2025-03-09,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Jar",NA,NA,22051.31,5642
"The Gorilla Glue Company LLC","OKeeffes",2024-08-18,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Tube",NA,NA,1158.4,133
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"KROGER","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,8331.55,1617
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Jar",NA,NA,305.36,42
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"DOLLAR GENERAL","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,480.38,75
"The Gorilla Glue Company LLC","OKeeffes",2025-02-16,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Jar",NA,NA,264.19,38
"The Gorilla Glue Company LLC","OKeeffes",2025-06-08,"DOLLAR GENERAL","Multiple","Product","Combo","Giftbox",NA,NA,0.08,8
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"DOLLAR GENERAL","Foot Mask","Healthy Feet","Sock","Pouch",NA,NA,1582.83,292
"The Gorilla Glue Company LLC","OKeeffes",2024-09-01,"DOLLAR GENERAL","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,687.98,158
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Tube",NA,NA,176.34,23
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Jar",NA,NA,10595.97,1351
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"KROGER","Hand Cream","Working Hands","Original","Tube",NA,NA,22888.84,2486
"The Gorilla Glue Company LLC","OKeeffes",2024-09-22,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Jar",NA,NA,825.85,83
"The Gorilla Glue Company LLC","OKeeffes",2025-06-08,"KROGER","Foot Cream","Healthy Feet","Original","Tube",NA,NA,5042.57,477
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"HOME DEPOT CA","Multiple","Product","Combo","Mixed Pack",NA,NA,9.91,1
"The Gorilla Glue Company LLC","OKeeffes",2024-06-23,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,89.52,12
"The Gorilla Glue Company LLC","OKeeffes",2024-08-11,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,42.29,6
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"HOME DEPOT CA","Foot Cream","Healthy Feet","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"HOME DEPOT CA","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-07-28,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,14.92,2
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"HOME DEPOT CA","Foot Cream","Healthy Feet","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Tube",NA,NA,1090.57,118
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"HOME DEPOT CA","Multiple","Product","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"HOME DEPOT CA","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,924.35,133
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"HOME DEPOT CA","Foot Cream","Healthy Feet","Original","Jar",NA,NA,-6.34,-1
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"HOME DEPOT CA","Body Cream","Skin Repair","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-09-01,"HOME DEPOT US","Lip Balm","Lip Repair","SPF","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-09-22,"HOME DEPOT CA","Multiple","Product","Combo","Mixed Pack",NA,NA,19.82,2
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"HOME DEPOT CA","Foot Cream","Healthy Feet","Original","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"HOME DEPOT CA","Hand Soap","Working Hands","Unscented","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"HOME DEPOT US","Lip Balm","Lip Repair","SPF","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"AMAZON US","Lip Balm","Lip Repair","Combo","Stick",NA,NA,9765.3,637
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"AMAZON US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,13.96,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON US","Hand Soap","Working Hands","Orange","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"AMAZON US","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,34389.41,4106
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"AMAZON US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,284.63,18
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"AMAZON US","Hand Soap","Working Hands","Unscented","Bottle",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,14478.5,1543
